Item_Fat_Content_Low Fat,Item_Fat_Content_Regular,Item_Type_Baking Goods,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Identifier_2_DR,Item_Identifier_2_FD,Item_Identifier_2_NC,Outlet_Type_Category_Grocery,Outlet_Type_Category_Supermarket,Item_Weight,Item_Visibility,Item_MRP,Item_Outlet_Sales,Outlet_Age,Item_Identifier,Outlet_Identifier
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,13.5,0.05510153,37.0874,952.7598,18,NCY05,OUT045
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,8.18,0.013127548000000001,142.0154,1985.4156,16,NCE07,OUT035
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,17.25,0.042233642,173.3764,2061.3168,16,DRI51,OUT035
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,20.0,0.081492092,35.519,1025.3319999999999,18,NCI31,OUT045
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,16.5,0.09396416485714286,96.2068,3013.4108,23,FDK60,OUT046
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,9.8,0.14061104,49.8008,809.6128,23,FDY12,OUT046
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,17.25,0.072952298,76.0986,623.1888,21,FDO38,OUT049
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,15.85,0.06908748099999999,218.7166,1088.583,16,FDP11,OUT035
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,12.735577264654125,0.075215349,108.4254,217.0508,35,FDC21,OUT019
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,18.0,0.047645037,172.6422,2931.5174,13,NCF54,OUT017
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,12.735577264654125,0.12224284699999999,207.5638,4555.4036,35,FDC35,OUT027
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,16.0,0.076975118,46.2086,490.6946,21,FDV43,OUT049
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,4.59,0.070890602,111.686,1584.604,21,DRE12,OUT049
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,11.85,0.132560174,97.2726,782.9808,33,DRE27,OUT013
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,12.11664539653606,0.044767032000000005,173.7054,5778.4782,35,DRC36,OUT027
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,12.735577264654125,0.007962273,174.0422,5173.266,35,FDZ38,OUT027
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,18.2,0.058799705,220.7456,4420.912,13,NCW42,OUT017
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,7.825,0.186445212,255.5698,1522.0188,18,NCZ18,OUT045
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,12.735577264654125,0.098606543,232.73,932.12,35,FDL13,OUT019
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,8.895,0.125222705,113.3544,1006.6896,11,NCN18,OUT018
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,18.5,0.062609071,148.6418,1765.7016,13,FDI41,OUT017
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,14.85,0.009930514,157.463,2503.408,33,FDV22,OUT013
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,13.34413855150687,0.099428487,187.8898,7296.5022,35,NCB43,OUT027
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,7.51,0.10379339900000001,110.1544,2684.5056,16,FDQ46,OUT035
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,15.6,0.18726091475,111.9518,2163.1842,21,FDC44,OUT049
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,8.02,0.11141958800000001,154.3998,3383.5956,16,FDB22,OUT035
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,11.0,0.106051405,124.4046,2241.0828,18,FDV23,OUT045
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,12.735577264654125,0.04016342,181.166,3415.554,35,FDK10,OUT027
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,17.5,0.026925385,264.39099999999996,5259.82,18,FDF05,OUT045
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,7.235,0.099962524,193.8452,1957.4520000000002,23,FDL33,OUT046
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,12.735577264654125,0.020614212,126.4046,5353.6978,35,FDD20,OUT027
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,13.34413855150687,0.050692386,125.6678,4832.3764,35,NCM54,OUT027
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,18.0,0.008589133,81.0618,1450.1124,13,FDW48,OUT017
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,16.1,0.023673342000000003,189.0846,5350.3688,11,DRF36,OUT018
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,7.475,0.075881475,155.2656,2934.8464,18,NCM06,OUT045
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,16.5,0.061330521,178.7318,360.8636,22,NCA54,OUT010
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,11.35,0.030869612,49.8008,708.4112,18,FDT46,OUT045
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,16.1,0.024944396,95.441,2220.4429999999998,16,FDH20,OUT035
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,18.7,0.057654132000000004,83.1566,1606.5754,18,FDT38,OUT045
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,8.645,0.14371350800000002,96.641,868.8689999999999,18,NCI17,OUT045
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,17.1,0.032812668999999996,147.1392,2237.0879999999997,13,FDO40,OUT017
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,9.8,0.045266806,36.9874,705.748,23,FDP12,OUT046
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,12.735577264654125,0.09974748800000001,75.2328,1544.656,35,FDI44,OUT027
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,12.735577264654125,0.16268877225,242.9854,6767.1912,35,FDB21,OUT027
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,15.25,0.089742065,213.7192,1078.596,33,FDG16,OUT013
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,10.5,0.011351778,236.5248,4029.4216,13,NCZ42,OUT017
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,5.82,0.081096613,170.37900000000002,1018.674,13,NCJ30,OUT017
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,10.0,0.025827199,263.2226,3700.5164,23,FDV49,OUT046
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,5.5,0.051096941624999996,103.1016,2024.0320000000002,18,NCO43,OUT045
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,18.35,0.148938624,191.9504,767.0016,22,NCF18,OUT010
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,19.0,0.019212264111111113,211.0244,1482.0708,22,NCX41,OUT010
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,6.71,0.029535852,67.5142,593.2278,33,FDY11,OUT013
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,10.3,0.011143598999999999,88.25399999999999,1125.202,21,FDU46,OUT049
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,18.35,0.014045832,222.7746,1570.6222,21,NCI18,OUT049
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,13.8,0.014730321999999999,90.9172,2141.2128,16,FDL38,OUT035
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,10.5,0.026520107,144.8128,2157.192,13,FDY60,OUT017
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,20.75,0.08373655099999999,178.7318,3428.2042,21,FDF53,OUT049
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,13.34413855150687,0.059557164,263.7226,6872.3876,35,NCM05,OUT027
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,9.895,0.028837829,117.8492,1506.0396,11,FDR13,OUT018
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,12.735577264654125,0.11366962900000001,89.0198,174.4396,35,FDA49,OUT019
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,12.735577264654125,0.012865901,59.3536,122.5072,35,FDY52,OUT019
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,12.735577264654125,0.182236555,107.1622,211.7244,35,FDL02,OUT019
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,11.1,0.17606902300000002,156.7604,1901.5248,33,FDO24,OUT013
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,10.1,0.053574075,223.7088,2684.5056,16,FDM08,OUT035
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,12.735577264654125,0.044063785,147.2418,294.2836,35,FDJ02,OUT019
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,14.0,0.105573769,143.9812,1139.8496,11,FDW40,OUT018
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,12.735577264654125,0.030657949,50.5008,1012.0160000000001,35,FDT46,OUT027
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,9.395,0.172042892,139.9838,1966.7732,13,FDY08,OUT017
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,12.735577264654125,0.064052392,256.1646,7472.2734,35,FDM21,OUT027
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,12.735577264654125,0.034531702000000004,142.2496,2399.5432,35,FDH26,OUT027
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,6.13,0.028365524,110.0912,1637.868,21,NCM42,OUT049
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,8.5,0.09786620900000001,51.1324,1350.2424,16,FDW13,OUT035
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,12.735577264654125,0.01401884,178.1344,3747.1224,35,FDN04,OUT027
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,9.1,0.05544530183333332,114.4518,1593.9252,23,NCD07,OUT046
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,15.25,0.044539370999999994,85.3198,261.6594,22,FDB34,OUT010
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,13.5,0.023329176250000003,179.9976,4889.6352,33,FDD09,OUT013
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,10.8,0.06339802275,72.33800000000001,805.618,21,DRH59,OUT049
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,15.2,0.050168354000000005,95.3752,1438.128,16,DRN36,OUT035
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,19.35,0.040154087000000005,164.6868,1146.5076,13,DRA24,OUT017
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,12.735577264654125,0.009364957,74.238,1171.808,35,FDY36,OUT027
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,11.5,0.037539164,106.9254,3038.7112,33,FDG34,OUT013
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,9.8,0.026992587999999998,127.302,2277.036,13,FDK43,OUT017
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,7.475,0.076156245,156.4656,2008.0528,13,NCM06,OUT017
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,9.8,0.026192765,215.685,649.155,11,FDK22,OUT018
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,12.735577264654125,0.058542509000000006,188.35299999999998,4364.319,35,FDF21,OUT027
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,14.75,0.089686322,115.3518,1821.6288,11,FDO33,OUT018
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,5.5,0.047364617000000005,100.0016,708.4112,13,NCO43,OUT017
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,17.2,0.156269303,159.6578,3048.6982,16,FDX15,OUT035
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,19.2,0.035185588,181.3318,1443.4544,23,FDS10,OUT046
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,12.735577264654125,0.247321039,152.3998,153.7998,35,FDD46,OUT019
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,14.85,0.009979271,155.763,3129.26,11,FDV22,OUT018
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,7.565,0.054863459,58.393,509.337,11,NCR29,OUT018
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,18.25,0.07562026200000001,123.8046,3486.1288,13,FDU34,OUT017
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,9.6,0.02236923,104.79899999999999,1341.5870000000002,11,FDZ35,OUT018
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,7.855,0.07390646099999999,218.4482,4819.0604,16,FDA26,OUT035
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,10.1,0.032283676000000004,52.2008,759.012,13,FDP38,OUT017
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,10.395,0.11207602,58.022,659.1419999999999,16,FDT22,OUT035
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,16.25,0.087668236,94.941,1737.7379999999998,13,FDA50,OUT017
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,17.6,0.049067877,115.6176,2519.3872,23,FDY10,OUT046
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,15.5,0.026355345,100.8332,1537.9979999999998,18,FDC09,OUT045
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,7.59,0.145631695,172.808,2250.404,11,FDT19,OUT018
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,12.735577264654125,0.029793955,167.2816,5704.5744,35,FDO34,OUT027
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,11.1,0.033160417000000005,119.6124,2251.7356,21,NCV54,OUT049
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,12.735577264654125,0.035574413,131.4284,5404.9644,35,FDH57,OUT027
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,16.1,0.047801882999999996,127.4362,2265.0516,23,FDA28,OUT046
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,5.155,0.083198341,246.0776,990.7104,23,FDB05,OUT046
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,12.735577264654125,0.059281315,111.586,339.55800000000005,35,FDK45,OUT019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,12.11664539653606,0.17141731600000001,173.0738,347.5476,35,DRH01,OUT019
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,6.365,0.007348286,62.8536,796.2968,23,FDY52,OUT046
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,11.65,0.154981519,152.6024,303.6048,16,FDR48,OUT035
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,18.25,0.170795745,154.463,2190.482,16,FDY15,OUT035
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,11.8,0.025966531,102.2674,2444.8176,21,FDM51,OUT049
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,18.2,0.161489509,37.619,366.19,23,FDR43,OUT046
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,13.65,0.025899245,81.1302,792.302,33,FDW09,OUT013
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,8.365,0.039906377,191.3188,1713.7692,21,FDV44,OUT049
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,12.11664539653606,0.072864869,165.2526,822.263,35,DRH37,OUT019
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,20.7,0.079419755,99.8042,1488.0629999999999,21,FDZ47,OUT049
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,17.75,0.03050705,180.36599999999999,2336.958,23,NCP43,OUT046
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,18.0,0.073490977,157.3972,778.9860000000001,11,FDL26,OUT018
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,9.695,0.07084301900000001,177.7344,1605.9096,13,DRM35,OUT017
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,6.42,0.053688479000000004,178.3002,2328.3026,11,FDM39,OUT018
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,10.6,0.056911107,233.9642,3717.8272,18,DRD15,OUT045
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,5.03,0.014472516000000001,122.0756,121.1756,22,NCK06,OUT010
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,7.825,0.150319469,156.9288,1571.2879999999998,18,FDV04,OUT045
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,12.735577264654125,0.032750291,112.1518,5351.0346,35,FDG46,OUT027
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,17.7,0.016622448,50.2034,1166.4816,21,FDO19,OUT049
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,8.235,0.014482153000000001,182.295,3661.9,21,NCN05,OUT049
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,11.6,0.04492001914285715,141.6154,3829.0158,18,DRA12,OUT045
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,17.2,0.025205909,149.1418,1177.1344,21,FDJ02,OUT049
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,11.0,0.037971697,38.948,519.3240000000001,18,NCK17,OUT045
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,19.6,0.039544237,163.6526,1151.1682,33,FDO58,OUT013
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,8.02,0.11161392099999999,152.6998,3383.5956,21,FDB22,OUT049
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,5.365,0.140524691,172.7764,2233.0932,18,FDG33,OUT045
